method,method_key,case_id,category,fake_name,fixture_name,fixture_len,read_buffer_capacity,fread_size,fread_nmemb,fgets_buffer_size,operation,expected,actual,passed,harness_observed,fopen_obs_match,fread_obs_match,fgets_obs_match,fgetc_obs_match,eof_ferror_obs_match,text_binary_obs,path_encoding_obs,wrapper_obs_match,portability_not_tested,production_parser_not_tested,naive_expected_fail,output_len,elapsed_ms,failure_reason
preserve_original_case_baseline,baseline,c15_fgets_truncation,fgets_policy,synthetic_eof_case,fgets_long.txt,45,16,,,16,fgets,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,45,0.01,
preserve_original_case_baseline,baseline,c16_fgets_bufsize_one,fgets_policy,fake_buffer_case,fgets_one.txt,4,8,,,1,fgets,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,4,0.01,
preserve_original_case_baseline,baseline,c17_fgets_empty,fgets_policy,fake_file,fgets_empty.txt,0,32,,,32,fgets,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,0,0.01,
preserve_original_case_baseline,baseline,c18_fgets_embedded_nul,fgets_policy,demo_stream,fgets_nul.txt,5,32,,,32,fgets,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,5,0.01,
preserve_original_case_baseline,baseline,c19_strlen_after_fgets_nul,fgets_policy,synthetic_record,strlen_nul.txt,4,32,,,32,fgets,success,success,True,True,False,False,False,False,False,False,False,False,False,False,True,4,0.01,
preserve_original_case_baseline,baseline,c20_fgetc_valid_int,fgetc_policy,toy_line,fgetc_ok.bin,3,,,,,fgetc,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,3,0.01,
preserve_original_case_baseline,baseline,c21_fgetc_eof_after,fgetc_policy,example_blob,fgetc_eof.bin,1,,,,,fgetc,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,1,0.01,
preserve_original_case_baseline,baseline,c22_fgetc_ff_not_eof,fgetc_policy,sample_text,fgetc_ff.bin,2,,,,,fgetc,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,2,0.01,
preserve_original_case_baseline,baseline,c23_feof_before_read,eof_error_policy,fake_config_line,feof_pre.txt,5,,,,,feof,success,success,True,True,False,False,False,False,False,False,False,False,False,False,True,5,0.01,
preserve_original_case_baseline,baseline,c24_feof_after_last_byte,eof_error_policy,demo_bytes,feof_last.txt,1,,,,,feof,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,1,0.01,
preserve_original_case_baseline,baseline,c25_feof_after_failed,eof_error_policy,synthetic_newline_file,feof_fail.txt,1,,,,,feof,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,1,0.01,
preserve_original_case_baseline,baseline,c26_ferror_normal,eof_error_policy,toy_binary_blob,ferror_ok.txt,3,,,,,ferror,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,3,0.01,
preserve_original_case_baseline,baseline,c27_clearerr_resets,eof_error_policy,fictional_path_bytes,clearerr.txt,1,,,,,clearerr,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,1,0.01,
preserve_original_case_baseline,baseline,c28_rewind_resets,eof_error_policy,fake_log_line,rewind.txt,1,,,,,rewind,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,1,0.01,
preserve_original_case_baseline,baseline,c29_seek_tell_offset,seek_tell_policy,sample_short_read,seek.bin,10,,,,,fseek,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,10,0.01,
preserve_original_case_baseline,baseline,c30_ftell_text_caveat,seek_tell_policy,demo_record_file,ftell_text.txt,12,,,,,ftell,success,success,True,True,False,False,False,False,False,True,False,False,True,False,False,12,0.01,
preserve_original_case_baseline,baseline,c31_text_mode_nl,text_binary_caveat,synthetic_eof_case,text_nl.txt,4,,,,,policy,success,success,True,True,False,False,False,False,False,True,False,False,True,False,False,4,0.01,
preserve_original_case_baseline,baseline,c32_binary_preserve,text_binary_caveat,fake_buffer_case,binary_pres.bin,7,,,,,policy,success,success,True,True,False,False,False,False,False,True,False,False,False,False,False,7,0.01,
preserve_original_case_baseline,baseline,c33_crlf_not_forced,text_binary_caveat,fake_file,crlf.txt,6,,,,,policy,success,success,True,True,False,False,False,False,False,False,False,False,True,False,False,6,0.01,
preserve_original_case_baseline,baseline,c34_zos_not_tested,portability_not_tested,demo_stream,zos.txt,1,,,,,policy,skip,skip,True,True,False,False,False,False,False,False,False,False,True,False,False,1,0.01,
preserve_original_case_baseline,baseline,c35_ebcdic_not_tested,portability_not_tested,synthetic_record,ebcdic.txt,1,,,,,policy,skip,skip,True,True,False,False,False,False,False,False,False,False,True,False,False,1,0.01,
preserve_original_case_baseline,baseline,c36_winpath_not_tested,portability_not_tested,toy_line,winpath.txt,1,,,,,policy,skip,skip,True,True,False,False,False,False,False,False,True,False,True,False,False,1,0.01,
preserve_original_case_baseline,baseline,c37_posix_read_not_main,portability_not_tested,example_blob,posix.txt,1,,,,,policy,skip,skip,True,True,False,False,False,False,False,False,False,False,True,False,False,1,0.01,
preserve_original_case_baseline,baseline,c38_fscanf_not_reader,parser_design_scope,sample_text,scanf.txt,1,,,,,policy,success,success,True,True,False,False,False,False,False,False,False,False,False,True,False,1,0.01,
preserve_original_case_baseline,baseline,c39_path_bytes_vs_text,path_encoding_caveat,fake_config_line,path.txt,1,,,,,policy,success,success,True,True,False,False,False,False,False,True,True,False,True,False,False,1,0.01,
preserve_original_case_baseline,baseline,c40_locale_not_tested,encoding_caveat,demo_bytes,locale.txt,1,,,,,policy,skip,skip,True,True,False,False,False,False,False,False,False,False,True,False,False,1,0.01,
preserve_original_case_baseline,baseline,c41_wrapper_bytes_read,wrapper_policy,synthetic_newline_file,wrap1.txt,6,64,,,,wrapper,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,6,0.01,
preserve_original_case_baseline,baseline,c42_wrapper_eof_error,wrapper_policy,toy_binary_blob,wrap2.txt,4,64,,,,wrapper,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,4,0.01,
preserve_original_case_baseline,baseline,c43_wrapper_reject_partial,wrapper_policy,fictional_path_bytes,wrap3.bin,7,64,,,,wrapper,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,7,0.01,
preserve_original_case_baseline,baseline,c44_wrapper_stream_chunk,wrapper_policy,fake_log_line,wrap4.txt,12,64,,,,wrapper,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,12,0.01,
preserve_original_case_baseline,baseline,c45_naive_feof_loop,naive_file_io,sample_short_read,naive_feof.txt,4,32,,,32,naive,error,error,True,True,False,False,False,False,False,False,False,False,False,False,True,4,0.01,
preserve_original_case_baseline,baseline,c46_naive_fread_nmemb,naive_file_io,demo_record_file,naive_fread.bin,8,32,4,2,,naive,error,error,True,True,False,False,False,False,False,False,False,False,False,False,True,8,0.01,
preserve_original_case_baseline,baseline,c47_naive_strlen_binary,naive_file_io,synthetic_eof_case,naive_strlen.bin,4,32,,,32,naive,error,error,True,True,False,False,False,False,False,True,False,False,False,False,True,4,0.01,
preserve_original_case_baseline,baseline,c48_external_platform,portability_not_tested,fake_buffer_case,ext_plat.txt,1,,,,,policy,skip,skip,True,True,False,False,False,False,False,False,False,False,True,False,False,1,0.01,
preserve_original_case_baseline,baseline,c49_prod_parser,parser_design_scope,fake_file,prod_parse.txt,1,,,,,policy,skip,skip,True,True,False,False,False,False,False,False,False,False,False,True,False,1,0.01,
preserve_original_case_baseline,baseline,c50_safety_caveat,safety_scope,demo_stream,safety.txt,5,,,,,policy,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,5,0.01,
compiler_discovery_checker,compiler,c01_fopen_missing,fopen_policy,fake_file,missing_fixture.dat,0,,,,,fopen,error,error,True,True,False,False,False,False,False,False,False,False,False,False,False,0,0.01,
compiler_discovery_checker,compiler,c02_fopen_text_ok,fopen_policy,demo_stream,text_ok.txt,12,,,,,fopen,success,success,True,True,False,False,False,False,False,True,False,False,False,False,False,12,0.01,
compiler_discovery_checker,compiler,c03_fopen_binary_ok,fopen_policy,synthetic_record,binary_ok.bin,6,,,,,fopen,success,success,True,True,False,False,False,False,False,True,False,False,False,False,False,6,0.01,
compiler_discovery_checker,compiler,c04_fclose_status,fopen_policy,toy_line,close_test.txt,2,,,,,fclose,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,2,0.01,
compiler_discovery_checker,compiler,c05_fread_bytes_exact,fread_policy,example_blob,fread_exact.bin,8,32,1,8,,fread,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,8,0.01,
compiler_discovery_checker,compiler,c06_fread_item_count_pitfall,fread_policy,sample_text,fread_items.bin,8,32,4,2,,fread,success,success,True,True,False,False,False,False,False,False,False,False,False,False,True,8,0.01,
compiler_discovery_checker,compiler,c07_fread_short_read,fread_policy,fake_config_line,fread_short.bin,5,32,1,100,,fread,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,5,0.01,
compiler_discovery_checker,compiler,c08_fread_partial_final,fread_policy,demo_bytes,fread_partial.bin,7,32,4,2,,fread,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,7,0.01,
compiler_discovery_checker,compiler,c09_fread_zero_size,fread_policy,synthetic_newline_file,fread_zero.bin,4,32,0,10,,fread,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,4,0.01,
compiler_discovery_checker,compiler,c10_fread_embedded_nul,fread_policy,toy_binary_blob,fread_nul.bin,5,32,1,5,,fread,success,success,True,True,False,False,False,False,False,True,False,False,False,False,False,5,0.01,
compiler_discovery_checker,compiler,c11_fread_no_nul_term,fread_policy,fictional_path_bytes,fread_nonul.bin,4,32,1,4,,fread,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,4,0.01,
compiler_discovery_checker,compiler,c12_fread_manual_nul,fread_policy,fake_log_line,fread_manul.bin,4,32,1,4,,fread,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,4,0.01,
compiler_discovery_checker,compiler,c13_fgets_newline_retained,fgets_policy,sample_short_read,fgets_nl.txt,6,32,,,32,fgets,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,6,0.01,
compiler_discovery_checker,compiler,c14_fgets_no_final_nl,fgets_policy,demo_record_file,fgets_nonl.txt,8,32,,,32,fgets,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,8,0.01,
compiler_discovery_checker,compiler,c15_fgets_truncation,fgets_policy,synthetic_eof_case,fgets_long.txt,45,16,,,16,fgets,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,45,0.01,
compiler_discovery_checker,compiler,c16_fgets_bufsize_one,fgets_policy,fake_buffer_case,fgets_one.txt,4,8,,,1,fgets,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,4,0.01,
compiler_discovery_checker,compiler,c17_fgets_empty,fgets_policy,fake_file,fgets_empty.txt,0,32,,,32,fgets,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,0,0.01,
compiler_discovery_checker,compiler,c18_fgets_embedded_nul,fgets_policy,demo_stream,fgets_nul.txt,5,32,,,32,fgets,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,5,0.01,
compiler_discovery_checker,compiler,c19_strlen_after_fgets_nul,fgets_policy,synthetic_record,strlen_nul.txt,4,32,,,32,fgets,success,success,True,True,False,False,False,False,False,False,False,False,False,False,True,4,0.01,
compiler_discovery_checker,compiler,c20_fgetc_valid_int,fgetc_policy,toy_line,fgetc_ok.bin,3,,,,,fgetc,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,3,0.01,
compiler_discovery_checker,compiler,c21_fgetc_eof_after,fgetc_policy,example_blob,fgetc_eof.bin,1,,,,,fgetc,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,1,0.01,
compiler_discovery_checker,compiler,c22_fgetc_ff_not_eof,fgetc_policy,sample_text,fgetc_ff.bin,2,,,,,fgetc,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,2,0.01,
compiler_discovery_checker,compiler,c23_feof_before_read,eof_error_policy,fake_config_line,feof_pre.txt,5,,,,,feof,success,success,True,True,False,False,False,False,False,False,False,False,False,False,True,5,0.01,
compiler_discovery_checker,compiler,c24_feof_after_last_byte,eof_error_policy,demo_bytes,feof_last.txt,1,,,,,feof,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,1,0.01,
compiler_discovery_checker,compiler,c25_feof_after_failed,eof_error_policy,synthetic_newline_file,feof_fail.txt,1,,,,,feof,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,1,0.01,
compiler_discovery_checker,compiler,c26_ferror_normal,eof_error_policy,toy_binary_blob,ferror_ok.txt,3,,,,,ferror,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,3,0.01,
compiler_discovery_checker,compiler,c27_clearerr_resets,eof_error_policy,fictional_path_bytes,clearerr.txt,1,,,,,clearerr,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,1,0.01,
compiler_discovery_checker,compiler,c28_rewind_resets,eof_error_policy,fake_log_line,rewind.txt,1,,,,,rewind,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,1,0.01,
compiler_discovery_checker,compiler,c29_seek_tell_offset,seek_tell_policy,sample_short_read,seek.bin,10,,,,,fseek,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,10,0.01,
compiler_discovery_checker,compiler,c30_ftell_text_caveat,seek_tell_policy,demo_record_file,ftell_text.txt,12,,,,,ftell,success,success,True,True,False,False,False,False,False,True,False,False,True,False,False,12,0.01,
compiler_discovery_checker,compiler,c31_text_mode_nl,text_binary_caveat,synthetic_eof_case,text_nl.txt,4,,,,,policy,success,success,True,True,False,False,False,False,False,True,False,False,True,False,False,4,0.01,
compiler_discovery_checker,compiler,c32_binary_preserve,text_binary_caveat,fake_buffer_case,binary_pres.bin,7,,,,,policy,success,success,True,True,False,False,False,False,False,True,False,False,False,False,False,7,0.01,
compiler_discovery_checker,compiler,c33_crlf_not_forced,text_binary_caveat,fake_file,crlf.txt,6,,,,,policy,success,success,True,True,False,False,False,False,False,False,False,False,True,False,False,6,0.01,
compiler_discovery_checker,compiler,c34_zos_not_tested,portability_not_tested,demo_stream,zos.txt,1,,,,,policy,skip,skip,True,True,False,False,False,False,False,False,False,False,True,False,False,1,0.01,
compiler_discovery_checker,compiler,c35_ebcdic_not_tested,portability_not_tested,synthetic_record,ebcdic.txt,1,,,,,policy,skip,skip,True,True,False,False,False,False,False,False,False,False,True,False,False,1,0.01,
compiler_discovery_checker,compiler,c36_winpath_not_tested,portability_not_tested,toy_line,winpath.txt,1,,,,,policy,skip,skip,True,True,False,False,False,False,False,False,True,False,True,False,False,1,0.01,
compiler_discovery_checker,compiler,c37_posix_read_not_main,portability_not_tested,example_blob,posix.txt,1,,,,,policy,skip,skip,True,True,False,False,False,False,False,False,False,False,True,False,False,1,0.01,
compiler_discovery_checker,compiler,c38_fscanf_not_reader,parser_design_scope,sample_text,scanf.txt,1,,,,,policy,success,success,True,True,False,False,False,False,False,False,False,False,False,True,False,1,0.01,
compiler_discovery_checker,compiler,c39_path_bytes_vs_text,path_encoding_caveat,fake_config_line,path.txt,1,,,,,policy,success,success,True,True,False,False,False,False,False,True,True,False,True,False,False,1,0.01,
compiler_discovery_checker,compiler,c40_locale_not_tested,encoding_caveat,demo_bytes,locale.txt,1,,,,,policy,skip,skip,True,True,False,False,False,False,False,False,False,False,True,False,False,1,0.01,
compiler_discovery_checker,compiler,c41_wrapper_bytes_read,wrapper_policy,synthetic_newline_file,wrap1.txt,6,64,,,,wrapper,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,6,0.01,
compiler_discovery_checker,compiler,c42_wrapper_eof_error,wrapper_policy,toy_binary_blob,wrap2.txt,4,64,,,,wrapper,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,4,0.01,
compiler_discovery_checker,compiler,c43_wrapper_reject_partial,wrapper_policy,fictional_path_bytes,wrap3.bin,7,64,,,,wrapper,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,7,0.01,
compiler_discovery_checker,compiler,c44_wrapper_stream_chunk,wrapper_policy,fake_log_line,wrap4.txt,12,64,,,,wrapper,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,12,0.01,
compiler_discovery_checker,compiler,c45_naive_feof_loop,naive_file_io,sample_short_read,naive_feof.txt,4,32,,,32,naive,error,error,True,True,False,False,False,False,False,False,False,False,False,False,True,4,0.01,
compiler_discovery_checker,compiler,c46_naive_fread_nmemb,naive_file_io,demo_record_file,naive_fread.bin,8,32,4,2,,naive,error,error,True,True,False,False,False,False,False,False,False,False,False,False,True,8,0.01,
compiler_discovery_checker,compiler,c47_naive_strlen_binary,naive_file_io,synthetic_eof_case,naive_strlen.bin,4,32,,,32,naive,error,error,True,True,False,False,False,False,False,True,False,False,False,False,True,4,0.01,
compiler_discovery_checker,compiler,c48_external_platform,portability_not_tested,fake_buffer_case,ext_plat.txt,1,,,,,policy,skip,skip,True,True,False,False,False,False,False,False,False,False,True,False,False,1,0.01,
compiler_discovery_checker,compiler,c49_prod_parser,parser_design_scope,fake_file,prod_parse.txt,1,,,,,policy,skip,skip,True,True,False,False,False,False,False,False,False,False,False,True,False,1,0.01,
compiler_discovery_checker,compiler,c50_safety_caveat,safety_scope,demo_stream,safety.txt,5,,,,,policy,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,5,0.01,
c_harness_compile_checker,compile,c01_fopen_missing,fopen_policy,fake_file,missing_fixture.dat,0,,,,,fopen,error,error,True,True,False,False,False,False,False,False,False,False,False,False,False,0,0.01,
c_harness_compile_checker,compile,c02_fopen_text_ok,fopen_policy,demo_stream,text_ok.txt,12,,,,,fopen,success,success,True,True,False,False,False,False,False,True,False,False,False,False,False,12,0.01,
c_harness_compile_checker,compile,c03_fopen_binary_ok,fopen_policy,synthetic_record,binary_ok.bin,6,,,,,fopen,success,success,True,True,False,False,False,False,False,True,False,False,False,False,False,6,0.01,
c_harness_compile_checker,compile,c04_fclose_status,fopen_policy,toy_line,close_test.txt,2,,,,,fclose,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,2,0.01,
c_harness_compile_checker,compile,c05_fread_bytes_exact,fread_policy,example_blob,fread_exact.bin,8,32,1,8,,fread,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,8,0.01,
c_harness_compile_checker,compile,c06_fread_item_count_pitfall,fread_policy,sample_text,fread_items.bin,8,32,4,2,,fread,success,success,True,True,False,False,False,False,False,False,False,False,False,False,True,8,0.01,
c_harness_compile_checker,compile,c07_fread_short_read,fread_policy,fake_config_line,fread_short.bin,5,32,1,100,,fread,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,5,0.01,
c_harness_compile_checker,compile,c08_fread_partial_final,fread_policy,demo_bytes,fread_partial.bin,7,32,4,2,,fread,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,7,0.01,
c_harness_compile_checker,compile,c09_fread_zero_size,fread_policy,synthetic_newline_file,fread_zero.bin,4,32,0,10,,fread,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,4,0.01,
c_harness_compile_checker,compile,c10_fread_embedded_nul,fread_policy,toy_binary_blob,fread_nul.bin,5,32,1,5,,fread,success,success,True,True,False,False,False,False,False,True,False,False,False,False,False,5,0.01,
c_harness_compile_checker,compile,c11_fread_no_nul_term,fread_policy,fictional_path_bytes,fread_nonul.bin,4,32,1,4,,fread,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,4,0.01,
c_harness_compile_checker,compile,c12_fread_manual_nul,fread_policy,fake_log_line,fread_manul.bin,4,32,1,4,,fread,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,4,0.01,
c_harness_compile_checker,compile,c13_fgets_newline_retained,fgets_policy,sample_short_read,fgets_nl.txt,6,32,,,32,fgets,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,6,0.01,
c_harness_compile_checker,compile,c14_fgets_no_final_nl,fgets_policy,demo_record_file,fgets_nonl.txt,8,32,,,32,fgets,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,8,0.01,
c_harness_compile_checker,compile,c15_fgets_truncation,fgets_policy,synthetic_eof_case,fgets_long.txt,45,16,,,16,fgets,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,45,0.01,
c_harness_compile_checker,compile,c16_fgets_bufsize_one,fgets_policy,fake_buffer_case,fgets_one.txt,4,8,,,1,fgets,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,4,0.01,
c_harness_compile_checker,compile,c17_fgets_empty,fgets_policy,fake_file,fgets_empty.txt,0,32,,,32,fgets,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,0,0.01,
c_harness_compile_checker,compile,c18_fgets_embedded_nul,fgets_policy,demo_stream,fgets_nul.txt,5,32,,,32,fgets,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,5,0.01,
c_harness_compile_checker,compile,c19_strlen_after_fgets_nul,fgets_policy,synthetic_record,strlen_nul.txt,4,32,,,32,fgets,success,success,True,True,False,False,False,False,False,False,False,False,False,False,True,4,0.01,
c_harness_compile_checker,compile,c20_fgetc_valid_int,fgetc_policy,toy_line,fgetc_ok.bin,3,,,,,fgetc,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,3,0.01,
c_harness_compile_checker,compile,c21_fgetc_eof_after,fgetc_policy,example_blob,fgetc_eof.bin,1,,,,,fgetc,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,1,0.01,
c_harness_compile_checker,compile,c22_fgetc_ff_not_eof,fgetc_policy,sample_text,fgetc_ff.bin,2,,,,,fgetc,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,2,0.01,
c_harness_compile_checker,compile,c23_feof_before_read,eof_error_policy,fake_config_line,feof_pre.txt,5,,,,,feof,success,success,True,True,False,False,False,False,False,False,False,False,False,False,True,5,0.01,
c_harness_compile_checker,compile,c24_feof_after_last_byte,eof_error_policy,demo_bytes,feof_last.txt,1,,,,,feof,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,1,0.01,
c_harness_compile_checker,compile,c25_feof_after_failed,eof_error_policy,synthetic_newline_file,feof_fail.txt,1,,,,,feof,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,1,0.01,
c_harness_compile_checker,compile,c26_ferror_normal,eof_error_policy,toy_binary_blob,ferror_ok.txt,3,,,,,ferror,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,3,0.01,
c_harness_compile_checker,compile,c27_clearerr_resets,eof_error_policy,fictional_path_bytes,clearerr.txt,1,,,,,clearerr,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,1,0.01,
c_harness_compile_checker,compile,c28_rewind_resets,eof_error_policy,fake_log_line,rewind.txt,1,,,,,rewind,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,1,0.01,
c_harness_compile_checker,compile,c29_seek_tell_offset,seek_tell_policy,sample_short_read,seek.bin,10,,,,,fseek,success,success,True,True,False,False,False,False,False,False,False,False,False,False,False,10,0.01,
c_harness_compile_checker,compile,c30_ftell_text_caveat,seek_tell_policy,demo_record_file,ftell_text.txt,12,,,,,ftell,success,success,True,True,False,False,False,False,False,True,False,False,True,False,False,12,0.01,
c_harness_compile_checker,compile,c31_text_mode_nl,text_binary_caveat,synthetic_eof_case,text_nl.txt,4,,,,,policy,success,success,True,True,False,False,False,False,False,True,False,False,True,False,False,4,0.01,
c_harness_compile_checker,compile,c32_binary_preserve,text_binary_caveat,fake_buffer_case,binary_pres.bin,7,,,,,policy,success,success,True,True,False,False,False,False,False,True,False,False,False,False,False,7,0.01,
c_harness_compile_checker,compile,c33_crlf_not_forced,text_binary_caveat,fake_file,crlf.txt,6,,,,,policy,success,success,True,True,False,False,False,False,False,False,False,False,True,False,False,6,0.01,
c_harness_compile_checker,compile,c34_zos_not_tested,portability_not_tested,demo_stream,zos.txt,1,,,,,policy,skip,skip,True,True,False,False,False,False,False,False,False,False,True,False,False,1,0.01,
c_harness_compile_checker,compile,c35_ebcdic_not_tested,portability_not_tested,synthetic_record,ebcdic.txt,1,,,,,policy,skip,skip,True,True,False,False,False,False,False,False,False,False,True,False,False,1,0.01,
c_harness_compile_checker,compile,c36_winpath_not_tested,portability_not_tested,toy_line,winpath.txt,1,,,,,policy,skip,skip,True,True,False,False,False,False,False,False,True,False,True,False,False,1,0.01,
c_harness_compile_checker,compile,c37_posix_read_not_main,portability_not_tested,example_blob,posix.txt,1,,,,,policy,skip,skip,True,True,False,False,False,False,False,False,False,False,True,False,False,1,0.01,
c_harness_compile_checker,compile,c38_fscanf_not_reader,parser_design_scope,sample_text,scanf.txt,1,,,,,policy,success,success,True,True,False,False,False,False,False,False,False,False,False,True,False,1,0.01,
